st_id,st_tui_math1,st_tui_hindi1,st_tui_other1,st_tui_math_hrs1,ts_grade1,tot_hindi1,tot_math1,per_math1,per_hindi1,m_theta_eap1,m_theta_mle1,h_theta_eap1,h_theta_mle1,any_tuition1,quint_math1,quint_hindi1,terc_math1,terc_hindi1,st_tui_math2,st_tui_hindi2,st_tui_other2,st_tui_math_hrs2,ts_grade2,tot_hindi2,tot_math2,per_math2,per_hindi2,m_theta_eap2,m_theta_mle2,h_theta_eap2,h_theta_mle2,any_tuition2,ms_center1,st_age1,st_female1,st_grade1,treat,strata,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
CH002,0,0,0,,6-7,17,12,.34285715,.56666666,.30873024,.3548643,.89549261,.81588626,0,4,5,3,3,0,0,1,,4-7,17,24,.70588237,.56666666,1.7625179,1.4222424,.47654501,.48376781,1,Chhatarpur,,1,7,0,3,-1.254632,0,0,0,1,0,0
CH003,0,0,0,,8-9,13,12,.34285715,.43333334,-.18854995,-.16411197,.23364116,.31818628,0,2,3,1,2,0,1,0,,8-9,13,16,.45714286,.43333334,.21127829,.26243347,-.69924283,-.48249906,1,Chhatarpur,,1,8,0,3,-.54908311,0,0,0,0,1,0
CH004,0,0,0,,4-5,10,13,.37142858,.33333334,-1.8168868,-1.992601,-1.3334575,-1.2739027,0,2,2,1,1,0,0,0,,4-7,9,8,.23529412,.30000001,-1.064634,-.72820556,-1.038831,-.78615844,0,Chhatarpur,,1,5,0,3,-.54908311,0,1,0,0,0,0
CH005,1,0,1,More than 4 hours,6-7,12,8,.22857143,.40000001,-.50270092,-.29242828,-.14339846,-.048631329,1,2,3,1,2,0,0,0,,4-7,22,21,.61764705,.73333335,.84212291,.74019915,.96167278,.83380604,0,Chhatarpur,,1,7,0,5,1.6231838,0,0,0,1,0,0
CH007,1,0,0,1-2 hours,6-7,13,13,.37142858,.43333334,-.24808475,-.092780933,-.29124078,-.18283652,1,3,3,2,2,0,0,1,,4-7,15,18,.52941179,.5,.59054226,.56181973,.15794322,.16871296,1,Chhatarpur,,1,6,1,3,.92924875,0,0,1,0,0,0
CH008,1,1,0,1-2 hours,6-7,11,12,.34285715,.36666667,-.24524583,-.14809164,-.64423883,-.46763039,1,2,2,2,2,0,0,1,,4-7,18,18,.52941179,.60000002,.32071364,.33683115,.68644381,.62158602,1,Chhatarpur,,1,6,0,3,1.4008003,0,0,1,0,0,0
CH009,0,0,1,,8-9,18,12,.34285715,.60000002,1.107318,1.0516547,1.3434011,1.1751173,1,5,5,3,3,1,1,1,More than 4 hours,8-9,26,28,.80000001,.86666667,2.53848,2.0560255,2.1134498,1.9411601,1,Chhatarpur,,1,8,0,2,2.4518538,0,0,0,0,1,0
CH010,1,1,1,More than 4 hours,4-5,18,16,.45714286,.60000002,-.031351261,.01169661,.13745536,.18684278,1,4,4,2,2,1,0,0,Less than 1 hour,4-7,17,21,.61764705,.56666666,1.4136505,1.1148,.46258798,.42838934,1,Chhatarpur,,1,5,0,4,3.1457887,0,1,0,0,0,0
CH011,0,0,0,,8-9,6,10,.2857143,.2,-1.2860335,-1.534852,-1.0218524,-.84634799,0,1,1,1,1,0,0,1,,8-9,13,12,.34285715,.43333334,-.15830652,.0023395587,-.31218478,-.17302667,1,Chhatarpur,14,1,8,0,3,-3.6438587,0,0,0,0,1,0
CH012,0,1,1,,6-7,14,9,.25714287,.46666667,-.4106451,-.21194401,.025100717,.063590646,1,2,3,2,2,0,1,0,,4-7,8,15,.44117647,.26666668,.0065750037,.10089562,-.99017864,-.67619818,1,Chhatarpur,,1,7,1,5,-.71254671,0,0,0,1,0,0
CH013,0,1,0,,6-7,11,10,.2857143,.36666667,-.38847154,-.2331626,-.66176677,-.45249963,1,2,2,2,1,,,,,,,,,,,,,,,Chhatarpur,,1,7,1,3,2.7408636,0,0,0,1,0,0
CH014,1,1,1,More than 4 hours,6-7,6,12,.34285715,.2,-.2948451,-.15478082,-1.6005024,-1.5461825,1,3,1,2,1,1,0,0,Less than 1 hour,4-7,7,16,.47058824,.23333333,.087429531,.19632107,-1.31536,-1.5314437,1,Chhatarpur,14,1,7,1,3,.6448682,0,0,0,1,0,0
CH017,0,0,0,,8-9,16,12,.34285715,.53333336,-.075251564,-.090612963,.80730581,.75695646,0,2,4,1,3,1,0,0,More than 4 hours,8-9,21,12,.34285715,.69999999,-.64284128,-.38849601,1.3140107,1.1563389,1,Chhatarpur,,1,9,0,3,1.6231838,0,0,0,0,0,1
CH018,1,1,1,2-3 hours,6-7,9,14,.40000001,.30000001,-.30530581,-.13347082,-.58628565,-.38404772,1,2,3,2,2,1,1,1,More than 4 hours,4-7,23,14,.41176471,.76666665,-.13279875,-.013813436,1.2276257,1.0129739,1,Chhatarpur,,1,6,0,3,2.8658571,0,0,1,0,0,0
CH019,1,1,1,More than 4 hours,6-7,15,12,.34285715,.5,-.031152153,.011558276,-.024999594,.046244647,1,3,4,2,2,0,0,1,,4-7,18,13,.38235295,.60000002,-.24669826,-.07990656,.31131941,.31163433,1,Chhatarpur,,1,6,0,3,1.4008003,0,0,1,0,0,0
CH020,1,1,1,More than 4 hours,6-7,9,8,.22857143,.30000001,-.24283507,-.10509464,-1.1668823,-.93377125,1,3,1,2,1,0,0,1,,4-7,13,14,.41176471,.43333334,-.038345836,.091099314,-.18350382,-.064619638,1,Chhatarpur,,1,6,1,3,1.4008003,0,0,1,0,0,0
CH021,1,1,1,More than 4 hours,6-7,19,13,.37142858,.63333333,.41169935,.52359307,1.0022416,.8818568,1,4,5,3,3,,,,,,,,,,,,,,,Chhatarpur,,1,7,1,1,.92924875,0,0,0,1,0,0
CH022,1,1,1,More than 4 hours,6-7,19,13,.37142858,.63333333,.66512281,.61615807,1.1477622,.95033425,1,5,5,3,3,,,,,,,,,,,,,,,Chhatarpur,,1,7,1,3,1.4008003,0,0,0,1,0,0
CH023,0,0,0,,8-9,20,20,.5714286,.66666669,1.9445013,1.5600622,1.7152224,1.450659,0,5,5,3,3,1,0,0,1-2 hours,8-9,24,21,.60000002,.80000001,1.7111663,1.326779,1.8318907,1.6653379,1,Chhatarpur,,1,8,0,2,1.6909915,0,0,0,0,1,0
CH024,1,0,1,1-2 hours,8-9,24,19,.54285717,.80000001,2.2581744,1.8115709,2.2272809,1.8314725,1,5,5,3,3,1,0,1,More than 4 hours,8-9,27,30,.85714287,.89999998,3.2469358,2.5327606,2.5609515,2.4485402,1,Chhatarpur,,1,8,0,5,3.9075315,0,0,0,0,1,0
CH025,0,0,0,,8-9,15,7,.2,.5,-.33345965,-.18960585,-.045131963,-.19706963,0,2,2,1,1,0,0,1,,8-9,15,20,.5714286,.5,1.3653232,1.0948491,.11806013,.14510396,1,Chhatarpur,,1,8,1,5,1.4008003,0,0,0,0,1,0
CH026,0,0,0,,6-7,14,5,.14285715,.46666667,-1.7013892,-1.3425579,-.22249234,-.15418434,0,1,3,1,2,0,0,1,,4-7,19,19,.55882353,.63333333,.22963096,.26142269,.91073823,.80934954,1,Chhatarpur,,1,6,0,3,.6448682,0,0,1,0,0,0
CH027,0,0,0,,8-9,20,17,.48571429,.66666669,1.6812589,1.3944713,1.776162,1.4842241,0,5,5,3,3,1,0,0,More than 4 hours,8-9,22,21,.60000002,.73333335,1.6140761,1.2658979,1.4623526,1.2712362,1,Chhatarpur,,1,8,0,3,3.6173403,0,0,0,0,1,0
CH028,1,1,1,More than 4 hours,8-9,17,15,.42857143,.56666666,.68808168,.73644239,1.2390541,1.0374826,1,3,4,2,3,0,0,1,,8-9,23,16,.45714286,.76666665,.49129897,.49970335,1.6425943,1.4385248,1,Chhatarpur,13,1,9,0,3,1.6231838,0,0,0,0,0,1
CH029,0,0,1,,8-9,26,10,.2857143,.86666667,.5466345,.57882857,2.6262543,2.3235366,1,4,5,3,3,1,0,0,1-2 hours,8-9,28,32,.91428572,.93333334,3.7020435,3.0886345,2.9983697,3.0151,1,Chhatarpur,,1,8,1,4,.19406788,0,0,0,0,1,0
CH031,1,1,0,2-3 hours,8-9,18,8,.22857143,.60000002,.38260752,.3862831,1.1861187,1.0369296,1,3,5,2,3,1,0,0,Less than 1 hour,8-9,24,23,.65714288,.80000001,1.7158086,1.355634,1.9322811,1.7868873,1,Chhatarpur,,1,8,0,3,.69525146,0,0,0,0,1,0
CH032,1,1,1,1-2 hours,6-7,21,13,.37142858,.69999999,.59364003,.57080549,1.4306903,1.2087865,1,5,5,3,3,0,0,1,,4-7,21,23,.67647058,.69999999,1.554163,1.2134539,1.210585,1.0384203,1,Chhatarpur,,1,6,1,5,.92924875,0,0,1,0,0,0
CH033,1,0,1,1-2 hours,8-9,16,13,.37142858,.53333336,1.0733782,1.1101624,1.2191218,1.0608131,1,5,5,3,3,1,0,0,3-4 hours,8-9,23,30,.85714287,.76666665,3.1489494,2.5781505,1.3403038,1.2311152,1,Chhatarpur,,1,8,0,3,1.4008003,0,0,0,0,1,0
CH034,1,1,1,1-2 hours,8-9,20,11,.31428573,.66666669,.3754769,.41705841,1.7475291,1.4532477,1,3,5,2,3,1,0,0,More than 4 hours,8-9,23,20,.5714286,.76666665,1.1832714,.96089202,1.6293801,1.4385248,1,Chhatarpur,,1,8,0,3,2.8247538,0,0,0,0,1,0
CH035,1,1,0,More than 4 hours,6-7,16,8,.22857143,.53333336,-1.2210288,-.82373375,.26867545,.31085613,1,1,4,1,3,1,0,0,More than 4 hours,4-7,21,16,.47058824,.69999999,.22025175,.2850793,.7136423,.60293925,1,Chhatarpur,,1,6,0,1,2.8247538,0,0,1,0,0,0
CH037,0,0,0,,4-5,16,10,.2857143,.53333336,-.53993767,-.26749417,-.29863247,-.28091034,0,2,2,1,1,1,0,1,More than 4 hours,4-7,15,26,.7647059,.5,2.1446557,1.6673281,.064652383,.13027383,1,Chhatarpur,,1,8,1,3,1.6231838,0,0,0,0,1,0
CH038,0,0,1,,8-9,21,12,.34285715,.69999999,.67854321,.78335303,1.8959275,1.6392745,1,4,5,3,3,0,0,1,,8-9,20,27,.77142859,.66666669,2.4912479,2.0574574,.74109399,.65843952,1,Chhatarpur,,1,8,1,3,3.1243238,0,0,0,0,1,0
CH039,0,0,0,,8-9,7,8,.22857143,.23333333,-.27399951,-.14899769,-.65390146,-.49899146,0,2,1,1,1,1,1,0,More than 4 hours,8-9,22,16,.45714286,.73333335,.12289649,.20738742,1.3873396,1.1681526,1,Chhatarpur,,1,8,0,5,2.1719222,0,0,0,0,1,0
CH040,1,1,1,More than 4 hours,8-9,20,12,.34285715,.66666669,.43084618,.41025317,1.5698308,1.3103795,1,3,5,2,3,1,0,0,3-4 hours,8-9,25,22,.62857145,.83333331,1.7405759,1.3895125,2.1069953,1.9620783,1,Chhatarpur,,1,9,1,3,.92924875,0,0,0,0,0,1
CH041,1,0,0,Less than 1 hour,8-9,14,13,.37142858,.46666667,.40058881,.46507731,.6438064,.63882941,1,3,4,2,2,,,,,,,,,,,,,,,Chhatarpur,,1,9,1,4,4.7761235,0,0,0,0,0,1
CH042,1,0,1,1-2 hours,8-9,11,10,.2857143,.36666667,-.31583878,-.19040509,.25195765,.33449998,1,2,3,1,2,1,0,1,1-2 hours,8-9,21,23,.65714288,.69999999,1.9383407,1.5356078,1.0273635,.89816242,1,Chhatarpur,,1,9,1,3,1.6231838,0,0,0,0,0,1
CH043,0,0,1,,4-5,5,5,.14285715,.16666667,-2.0145395,-2.5462744,-2.1177268,-3.8187048,1,1,1,1,1,1,0,0,1-2 hours,4-7,12,13,.38235295,.40000001,-.75879192,-.53811181,-.80298495,-.58498085,1,Chhatarpur,,1,5,0,1,-.5322324,0,1,0,0,0,0
CH046,1,1,0,1-2 hours,6-7,13,12,.34285715,.43333334,.12098981,.11315031,-.24128066,-.11411298,1,3,3,2,2,1,0,0,1-2 hours,4-7,20,10,.29411766,.66666669,-.50385463,-.22941557,.45364431,.40250143,1,Chhatarpur,,1,6,0,5,-1.503188,0,0,1,0,0,0
CH047,0,0,0,,8-9,26,14,.40000001,.86666667,.6815663,.67535824,2.4899509,2.0950325,0,4,5,3,3,0,0,0,,8-9,26,31,.88571429,.86666667,3.4671278,2.7275949,2.4594302,2.4039149,0,Chhatarpur,12,1,8,1,2,.63325435,0,0,0,0,1,0
CH048,0,0,0,,6-7,24,13,.37142858,.80000001,.36658654,.40837705,2.1387935,1.7813492,0,4,5,3,3,,,,,,,,,,,,,,,Chhatarpur,,1,6,1,3,3.4359798,0,0,1,0,0,0
CH049,0,0,0,,6-7,15,12,.34285715,.5,.11524478,.081734978,.33813128,.36192513,0,3,4,2,3,,,,,,,,,,,,,,,Chhatarpur,10,1,6,0,4,.92924875,0,0,1,0,0,0
CH050,1,0,0,More than 4 hours,8-9,10,12,.34285715,.33333334,.66211838,.63287169,-.016075121,.10385276,1,3,2,2,1,1,0,0,More than 4 hours,8-9,14,16,.45714286,.46666667,.56311655,.51915359,-.032288395,.046092376,1,Chhatarpur,,1,9,0,5,1.4008003,0,0,0,0,0,1
CH051,0,0,0,,6-7,16,9,.25714287,.53333336,-.090035997,.05699908,.6207757,.54309666,0,3,4,2,3,0,0,1,,4-7,20,25,.7352941,.66666669,1.8493527,1.4983073,.83308005,.71412092,1,Chhatarpur,,1,7,1,3,-.58144826,0,0,0,1,0,0
CH052,0,0,0,,6-7,16,18,.51428574,.53333336,1.5344414,1.2462405,.38146958,.40262645,0,5,4,3,3,0,0,1,,4-7,25,26,.7647059,.83333331,2.0795763,1.6267434,1.5430743,1.3515104,1,Chhatarpur,12,1,,1,3,1.2194399,,,,,,
CH053,0,0,0,,8-9,7,10,.2857143,.23333333,.12322507,.15977055,-1.2664363,-1.1910717,0,3,1,2,1,1,0,0,Less than 1 hour,8-9,17,16,.45714286,.56666666,.7408011,.66719359,.28242081,.28951806,1,Chhatarpur,14,1,8,0,3,.12410065,0,0,0,0,1,0
CH054,0,0,1,,6-7,15,15,.42857143,.5,.8438006,.75141841,.19128825,.24774151,1,5,4,3,3,0,0,1,,4-7,20,25,.7352941,.66666669,1.9775451,1.4991406,.90800494,.81432736,1,Chhatarpur,,1,6,1,5,1.6909915,0,0,1,0,0,0
CH055,0,0,1,,8-9,16,12,.34285715,.53333336,.95598757,.86777282,.68999213,.63810325,1,4,4,3,2,0,0,1,,8-9,20,24,.6857143,.66666669,1.8472245,1.4460739,.99789304,.87186015,1,Chhatarpur,13,1,8,1,3,.22369985,0,0,0,0,1,0
CH056,0,0,1,,8-9,11,12,.34285715,.36666667,-.31105953,-.21899477,-.45396027,-.27435839,1,2,2,1,1,0,0,1,,8-9,13,14,.40000001,.43333334,.16178235,.2225171,-.052798308,.0059865369,1,Chhatarpur,14,1,8,0,3,1.6909915,0,0,0,0,1,0
CH057,0,0,1,,6-7,6,4,.11428571,.2,-2.4217927,-3.5911229,-1.6399081,-1.4269413,1,1,1,1,1,0,1,0,,4-7,10,8,.23529412,.33333334,-1.5171655,-1.8646179,-1.1106564,-.75131094,1,Chhatarpur,11,1,6,0,3,.93505925,0,0,1,0,0,0
CH058,0,0,0,,8-9,15,10,.2857143,.5,.32828918,.41612002,.71173531,.68051487,0,3,4,2,3,1,0,0,More than 4 hours,8-9,20,23,.65714288,.66666669,1.5689886,1.2584232,.76494873,.64500785,1,Chhatarpur,,1,8,1,3,1.6231838,0,0,0,0,1,0
CH059,1,1,1,2-3 hours,8-9,14,14,.40000001,.46666667,1.4789265,1.2836057,.7438454,.71281451,1,5,4,3,3,0,0,1,,8-9,21,22,.62857145,.69999999,1.5835241,1.1999769,.73532665,.61372769,1,Chhatarpur,,1,8,0,3,1.4008003,0,0,0,0,1,0
CH060,0,0,0,,8-9,3,7,.2,.1,-1.2636806,-1.4998491,-1.7067145,-2.6405032,0,1,1,1,1,0,0,0,,8-9,19,11,.31428573,.63333333,-.44760683,-.20066813,.51017427,.43787143,0,Chhatarpur,,1,8,1,3,.63325435,0,0,0,0,1,0
CH062,0,0,1,,8-9,14,15,.42857143,.46666667,1.0936226,1.0246788,.47321483,.50821555,1,4,3,3,2,1,0,0,More than 4 hours,8-9,18,21,.60000002,.60000002,1.4255326,1.1302193,.55482155,.49169186,1,Chhatarpur,14,1,9,0,3,.92924875,0,0,0,0,0,1
CH063,0,0,1,,6-7,17,11,.31428573,.56666666,.26735672,.24794221,.47841579,.44226986,1,4,5,3,3,1,0,1,More than 4 hours,4-7,22,28,.82352942,.73333335,2.6207223,2.0413029,1.2962183,1.1067928,1,Chhatarpur,,1,6,1,3,.59565228,0,0,1,0,0,0
CH064,0,0,0,,6-7,11,11,.31428573,.36666667,.22960234,.24564886,-.81372601,-.64168727,0,4,2,2,1,0,0,1,,4-7,21,19,.55882353,.69999999,.78382027,.64735985,1.1134263,.9647541,1,Chhatarpur,,1,6,1,4,2.4835782,0,0,1,0,0,0
CH065,1,0,0,More than 4 hours,8-9,16,12,.34285715,.53333336,1.0412244,.90474075,1.2422034,1.0916212,1,4,5,3,3,1,0,0,More than 4 hours,8-9,24,30,.85714287,.80000001,3.145838,2.5546668,1.8175346,1.6160082,1,Chhatarpur,,1,9,1,3,-.17367122,0,0,0,0,0,1
CH066,1,0,0,1-2 hours,8-9,21,15,.42857143,.69999999,1.2754368,1.1185471,1.6273113,1.3712904,1,4,5,3,3,1,0,0,More than 4 hours,8-9,23,25,.71428573,.76666665,2.2803903,1.7666583,1.5620875,1.3777823,1,Chhatarpur,,1,9,0,3,1.6231838,0,0,0,0,0,1
CH067,1,0,0,More than 4 hours,8-9,20,15,.42857143,.66666669,1.2456002,1.2307492,1.6955082,1.4391901,1,5,5,3,3,,,,,,,,,,,,,,,Chhatarpur,14,1,9,1,5,1.3891865,0,0,0,0,0,1
CH068,0,0,1,,6-7,12,10,.2857143,.40000001,-.14230987,-.050080001,-.25198779,-.14230111,1,3,3,2,2,1,0,0,,4-7,6,11,.32352942,.2,-.15837125,-.011217539,-1.5641601,-1.2547798,1,Chhatarpur,11,1,6,1,3,-1.4715917,0,0,1,0,0,0
CH069,0,0,1,,6-7,10,8,.22857143,.33333334,-.88933408,-.5827089,-1.0005443,-.69935238,1,2,2,1,1,0,1,0,,4-7,10,16,.47058824,.33333334,.57677591,.50377476,-1.1220621,-.83044708,1,Chhatarpur,12,1,6,1,3,2.0947354,0,0,1,0,0,0
CH070,0,0,1,,8-9,8,10,.2857143,.26666668,-.90999424,-.76404172,-.28013238,-.11623603,1,1,2,1,1,0,0,1,,8-9,16,18,.51428574,.53333336,.21820691,.26112339,.038111582,.074059308,1,Chhatarpur,16,1,9,1,3,.22369985,0,0,0,0,0,1
CH073,1,0,0,More than 4 hours,6-7,5,6,.17142858,.16666667,-.49089476,-.2618688,-1.6967444,-1.4694587,1,2,1,1,1,0,0,1,,4-7,6,10,.29411766,.2,-.32734495,-.13740063,-1.4901644,-1.2494661,1,Chhatarpur,11,1,6,0,3,1.6231838,0,0,1,0,0,0
CH075,0,0,0,,8-9,10,5,.14285715,.33333334,-1.8386421,-1.6488404,.29227337,.38287607,0,1,3,1,2,0,1,0,,8-9,21,9,.25714287,.69999999,-1.3238066,-.88357943,.9111113,.7816599,1,Chhatarpur,,1,8,0,3,1.6231838,0,0,0,0,1,0
CH076,0,0,1,,6-7,0,3,.085714288,0,-1.6563351,-1.2576997,,,1,1,,1,,,,,,,,,,,,,,,,Chhatarpur,12,1,6,1,5,2.1308188,0,0,1,0,0,0
CH077,0,0,0,,8-9,21,14,.40000001,.69999999,1.1381664,1.0692735,1.9812838,1.6596316,0,5,5,3,3,0,0,1,,8-9,21,20,.5714286,.69999999,1.2125826,1.0104859,1.3317806,1.1460001,1,Chhatarpur,14,1,8,1,3,3.0721581,0,0,0,0,1,0
CH078,0,0,0,,6-7,12,6,.17142858,.40000001,-1.2744713,-.7833674,-.53972352,-.38342741,0,1,2,1,1,1,0,0,1-2 hours,4-7,16,23,.67647058,.53333336,1.3585079,1.0698996,.36334026,.37488633,1,Chhatarpur,11,1,7,1,3,1.6231838,0,0,0,1,0,0
CH079,0,0,0,,8-9,21,15,.42857143,.69999999,1.3108304,1.1492804,1.794938,1.5265092,0,5,5,3,3,0,0,0,,8-9,25,24,.6857143,.83333331,1.8756384,1.4317313,2.0648201,1.8263272,0,Chhatarpur,,1,8,1,3,.92924875,0,0,0,0,1,0
CH080,0,0,0,,8-9,18,14,.40000001,.60000002,1.194154,1.0937699,.973499,.86591893,0,5,4,3,3,0,0,1,,8-9,17,18,.51428574,.56666666,.97762346,.83253437,.60998267,.55222046,1,Chhatarpur,14,1,8,0,3,-.060680747,0,0,0,0,1,0
CH082,0,0,0,,8-9,16,10,.2857143,.53333336,-.44405726,-.31288809,1.3315431,1.1688097,0,1,5,1,3,1,0,0,More than 4 hours,8-9,23,22,.62857145,.76666665,1.8418479,1.4599634,1.6976335,1.5760072,1,Chhatarpur,,1,8,1,3,-.63183159,0,0,0,0,1,0
CH086,0,0,0,,6-7,22,15,.42857143,.73333335,1.1068987,.96080059,1.6792645,1.4977046,0,5,5,3,3,0,0,0,,4-7,27,28,.82352942,.89999998,2.5200851,1.9824765,2.3745148,2.2849944,0,Chhatarpur,,1,6,0,3,3.1868923,0,0,1,0,0,0
CH087,0,0,1,,8-9,11,8,.22857143,.36666667,-1.1974189,-2.0386219,.066782281,.22402744,1,1,2,1,2,1,0,0,3-4 hours,8-9,18,14,.40000001,.60000002,-.38081986,-.18009184,.64158177,.62458104,1,Chhatarpur,16,1,9,1,3,2.8658571,0,0,0,0,0,1
CH088,0,0,1,,8-9,7,12,.34285715,.23333333,.28271705,.26442704,-.58455837,-.44280514,1,3,1,2,1,1,0,0,3-4 hours,8-9,20,19,.54285717,.66666669,.93124896,.79363149,.74194402,.66991401,1,Chhatarpur,14,1,9,1,3,.22369985,0,0,0,0,0,1
CH090,0,0,1,,8-9,12,14,.40000001,.40000001,.47661459,.43852049,.35793924,.47502789,1,3,3,2,2,0,0,1,,8-9,20,23,.65714288,.66666669,1.6380345,1.3209546,.99598491,.85109031,1,Chhatarpur,14,1,8,0,4,.22369985,0,0,0,0,1,0
CH091,1,0,0,1-2 hours,8-9,14,12,.34285715,.46666667,.50591165,.56953788,.56320798,.62607414,1,3,4,2,2,0,0,1,,8-9,17,17,.48571429,.56666666,.68188494,.58323652,.54412013,.51131719,1,Chhatarpur,,1,9,0,3,.92924875,0,0,0,0,0,1
CH093,0,0,0,,8-9,10,13,.37142858,.33333334,1.1167221,1.1090833,.080497719,.23322219,0,5,3,3,2,1,0,0,More than 4 hours,8-9,20,17,.48571429,.66666669,.95548224,.80577296,1.004967,.88087821,1,Chhatarpur,,1,8,1,3,2.9645088,0,0,0,0,1,0
CH095,0,0,1,,8-9,10,7,.2,.33333334,-.85046935,-.59798175,-.049652413,.064220585,1,1,2,1,2,0,0,0,,8-9,16,8,.22857143,.53333336,-.89076537,-.54574829,.33610335,.33041734,0,Chhatarpur,,1,8,1,5,1.6231838,0,0,0,0,1,0
CH096,0,0,0,,8-9,12,13,.37142858,.40000001,.19670294,.13792099,.49023408,.52834898,0,2,3,2,2,1,0,0,1-2 hours,8-9,22,18,.51428574,.73333335,1.029458,.80215776,1.4101509,1.2428646,1,Chhatarpur,,1,9,0,3,2.0947354,0,0,0,0,0,1
CH098,0,0,1,,6-7,21,18,.51428574,.69999999,1.4329191,1.102073,1.4356753,1.1760789,1,5,5,3,3,0,0,1,,4-7,27,24,.70588237,.89999998,1.5206438,1.1821883,2.3340354,2.1697044,1,Chhatarpur,,1,6,1,3,.16170271,0,0,1,0,0,0
CH099,0,0,0,,6-7,14,10,.2857143,.46666667,-.69438827,-.4643167,.18056519,.19951417,0,2,4,1,3,0,0,0,,4-7,17,12,.35294119,.56666666,-.89990062,-.58215076,.41250125,.41963342,0,Chhatarpur,11,1,6,0,4,.22369985,0,0,1,0,0,0
CH100,0,0,0,,8-9,11,14,.40000001,.36666667,.99369854,1.0142426,.12022461,.24953759,0,4,2,3,2,0,0,0,,8-9,16,13,.37142858,.53333336,-.2456018,-.10582835,.048635576,.10404912,0,Chhatarpur,,1,9,1,1,2.3849266,0,0,0,0,0,1
CH101,1,0,0,More than 4 hours,6-7,7,6,.17142858,.23333333,-1.9194781,-1.497026,-1.4376915,-1.1594702,1,1,1,1,1,0,0,1,,4-7,7,12,.35294119,.23333333,-.30803144,-.13081826,-1.1510454,-.84561872,1,Chhatarpur,,1,7,1,1,.6448682,0,0,0,1,0,0
CH102,0,0,0,,8-9,12,11,.31428573,.40000001,.4411093,.37632397,-.1055121,-.060625982,0,3,2,2,2,0,0,1,,8-9,17,16,.45714286,.56666666,.17731977,.21644112,.54488879,.51577491,1,Chhatarpur,14,1,8,0,1,2.0947354,0,0,0,0,1,0
CH103,1,0,0,More than 4 hours,8-9,17,13,.37142858,.56666666,1.3192,1.1325005,1.5383493,1.2804049,1,5,5,3,3,0,0,1,,8-9,24,24,.6857143,.80000001,1.8511823,1.4538802,1.7120007,1.5662935,1,Chhatarpur,,1,8,0,1,.72761667,0,0,0,0,1,0
CH104,1,0,0,More than 4 hours,8-9,19,11,.31428573,.63333333,.82493639,.79471064,1.6571653,1.4200673,1,4,5,3,3,1,0,0,More than 4 hours,8-9,24,24,.6857143,.80000001,2.1001866,1.633304,1.8026925,1.6739696,1,Chhatarpur,13,1,8,0,5,.92924875,0,0,0,0,1,0
CH105,0,0,1,,8-9,20,13,.37142858,.66666669,.94859719,.89313483,1.5286617,1.325447,1,4,5,3,3,,,,,,,,,,,,,,,Chhatarpur,13,1,8,1,5,1.4008003,0,0,0,0,1,0
CH106,0,0,0,,6-7,4,9,.25714287,.13333334,-1.5042219,-1.2583308,-2.073483,-2.6552663,0,1,1,1,1,,,,,,,,,,,,,,,Chhatarpur,14,1,7,1,3,-1.7203732,0,0,0,1,0,0
CH107,1,0,1,1-2 hours,6-7,13,11,.31428573,.43333334,.11305557,.14108233,-.29856464,-.1993041,1,3,3,2,2,1,0,0,More than 4 hours,4-7,9,12,.35294119,.30000001,-.26743928,-.047585215,-1.4078941,-1.1459897,1,Chhatarpur,11,1,6,1,4,.9176349,0,0,1,0,0,0
CH108,1,0,0,1-2 hours,6-7,17,16,.45714286,.56666666,.98422724,.89529312,.43388948,.47547671,1,5,5,3,3,0,0,1,,4-7,22,25,.7352941,.73333335,1.9309976,1.4857121,1.3353752,1.1538144,1,Chhatarpur,10,1,6,0,3,.12410065,0,0,1,0,0,0
CH109,1,0,1,More than 4 hours,8-9,23,14,.40000001,.76666665,1.2712785,1.1002204,2.2503974,1.915273,1,4,5,3,3,1,0,0,More than 4 hours,8-9,26,30,.85714287,.86666667,3.2021306,2.4935753,2.2770748,2.1326768,1,Chhatarpur,,1,9,0,3,1.1854135,0,0,0,0,0,1
CH110,0,0,0,,8-9,22,18,.51428574,.73333335,1.971148,1.5327846,2.0351133,1.7176411,0,5,5,3,3,0,0,0,,8-9,24,25,.71428573,.80000001,2.0378578,1.5761521,1.9046317,1.6841402,0,Chhatarpur,14,1,9,0,3,2.1719222,0,0,0,0,0,1
CH111,0,0,1,,6-7,20,12,.34285715,.66666669,-.08635325,-.05616812,1.0184492,.82868153,1,3,5,2,3,0,0,1,,4-7,17,13,.38235295,.56666666,-.15363061,-.0092825256,.18862955,.21349859,1,Chhatarpur,11,1,6,1,3,1.4008003,0,0,1,0,0,0
CH112,0,0,0,,6-7,13,5,.14285715,.43333334,-1.6074851,-1.132087,-.057005659,.0022894063,0,1,4,1,2,0,0,1,,4-7,19,15,.44117647,.63333333,.41181621,.43594563,.69396436,.63288814,1,Chhatarpur,11,1,6,1,3,.12410065,0,0,1,0,0,0
